id,age,gender,education_level,major,family_income,family_size,housing_condition,financial_aid,poverty_level
8452,27,M,本科,物理学,32484,3,127,1,1
8453,28,F,博士,物理学,39794,5,156,0,2
8454,23,F,博士,生物科学,91934,4,158,1,1
8455,26,M,本科,计算机科学,85391,5,72,1,1
8456,28,F,硕士,物理学,73644,6,198,0,3
8457,25,F,博士,计算机科学,71237,3,56,0,3
8458,24,F,博士,生物科学,36648,5,146,0,2
8459,21,M,硕士,计算机科学,83221,5,145,0,3
8460,27,M,硕士,生物科学,69108,6,121,1,1
8461,20,M,博士,计算机科学,82018,4,64,0,3
8462,23,F,博士,计算机科学,84100,4,150,0,2
8463,25,F,博士,物理学,43121,3,171,0,2
8464,22,M,硕士,计算机科学,42417,2,180,1,2
8465,26,M,博士,物理学,32179,2,177,0,2
8466,27,M,博士,生物科学,97300,3,59,0,3
8467,20,M,硕士,物理学,81755,4,51,1,2
8468,22,M,博士,生物科学,46319,2,98,0,2
8469,27,M,本科,计算机科学,57822,3,77,1,1
8470,29,M,博士,生物科学,99061,2,150,0,2
8471,25,F,博士,物理学,92449,6,69,0,2
8472,25,F,硕士,生物科学,43763,4,78,0,3
8473,24,M,博士,生物科学,86663,5,127,0,2
8474,27,M,本科,计算机科学,80103,5,175,1,1
8475,20,M,博士,物理学,94926,3,194,1,1
8476,25,M,硕士,计算机科学,56617,6,95,0,3
8477,26,F,本科,生物科学,99414,6,93,1,2
8478,20,F,硕士,物理学,66112,4,82,1,2
8479,21,M,博士,物理学,70735,6,110,0,2
8480,26,F,硕士,生物科学,43163,2,129,1,2
8481,29,F,硕士,生物科学,87323,2,168,0,2
8482,24,M,博士,生物科学,34568,6,186,0,2
8483,29,F,本科,物理学,82773,3,143,0,3
8484,23,F,博士,物理学,34479,5,78,1,2
8485,20,M,本科,生物科学,81981,6,74,1,1
8486,24,M,本科,计算机科学,64661,4,200,1,1
8487,20,F,博士,物理学,32517,4,173,0,3
8488,22,F,硕士,生物科学,85811,6,139,1,1
8489,21,M,硕士,生物科学,52822,5,57,0,2
8490,26,M,博士,生物科学,31429,5,70,0,3
8491,30,F,博士,计算机科学,91829,2,120,0,3
8492,25,M,本科,物理学,99194,6,122,0,2
8493,28,F,本科,计算机科学,74856,4,159,1,2
8494,24,F,硕士,生物科学,96598,5,182,0,2
8495,20,F,本科,计算机科学,72411,2,171,1,1
8496,26,F,本科,物理学,94180,5,96,0,3
8497,24,M,本科,物理学,89058,6,89,1,1
8498,24,M,本科,物理学,72458,2,132,1,1
8499,27,M,硕士,计算机科学,84573,4,186,0,2
8500,30,M,本科,生物科学,32998,6,193,1,2
8501,21,F,硕士,生物科学,76022,4,116,0,3
8502,27,F,博士,生物科学,33619,4,115,0,3
8503,25,M,硕士,计算机科学,47490,5,180,0,3
8504,24,F,本科,生物科学,87075,6,122,0,2
8505,24,F,博士,物理学,89940,6,80,1,1
8506,28,F,本科,生物科学,90133,5,184,0,2
8507,29,F,博士,生物科学,64436,6,89,1,2
8508,27,M,硕士,生物科学,95977,5,107,0,2
8509,23,F,硕士,生物科学,79699,2,122,1,1
8510,27,M,本科,生物科学,90062,3,190,1,2
8511,24,M,硕士,生物科学,48699,3,111,0,3
8512,25,F,本科,物理学,52482,6,77,0,2
8513,30,M,博士,计算机科学,77205,6,61,0,3
8514,29,M,博士,物理学,41159,6,117,0,3
8515,29,F,硕士,物理学,64497,2,151,0,2
8516,29,F,硕士,生物科学,95910,2,154,1,1
8517,27,M,硕士,计算机科学,76590,2,181,1,1
8518,27,M,本科,物理学,71130,3,122,0,2
8519,20,M,硕士,生物科学,67242,6,72,1,1
8520,20,F,博士,生物科学,77391,5,120,0,2
8521,28,M,硕士,计算机科学,80575,3,160,0,3
8522,25,F,本科,物理学,79468,3,77,1,2
8523,29,F,硕士,计算机科学,95114,6,57,1,2
8524,27,M,硕士,物理学,35685,3,147,1,2
8525,30,M,本科,计算机科学,53093,6,52,1,1
8526,21,F,本科,计算机科学,51281,5,108,1,1
8527,22,M,本科,计算机科学,71187,2,148,1,1
8528,24,M,博士,计算机科学,33597,5,166,0,3
8529,29,M,本科,计算机科学,74709,6,141,0,3
8530,30,F,博士,计算机科学,67369,6,78,0,3
8531,30,M,本科,生物科学,67886,2,65,1,1
8532,24,M,博士,物理学,51999,5,135,0,2
8533,28,M,本科,物理学,60913,6,155,1,2
8534,21,F,博士,计算机科学,60580,6,63,0,2
8535,24,F,博士,计算机科学,48309,3,116,1,1
8536,28,M,硕士,计算机科学,64215,2,180,0,3
8537,22,F,博士,生物科学,93527,2,172,0,2
8538,28,M,硕士,生物科学,40480,3,97,1,2
8539,29,M,博士,生物科学,34240,2,148,0,2
8540,20,M,硕士,物理学,97608,2,101,0,2
8541,29,M,本科,生物科学,30709,5,100,0,2
8542,22,F,本科,物理学,51002,5,187,0,3
8543,26,F,硕士,生物科学,61345,4,174,1,2
8544,23,M,本科,生物科学,85331,3,173,0,3
8545,20,M,本科,物理学,38177,5,127,1,2
8546,27,M,博士,物理学,37309,3,89,0,2
8547,28,F,博士,计算机科学,66678,2,133,0,2
8548,26,M,博士,生物科学,74643,3,153,0,2
8549,21,M,硕士,物理学,41167,5,146,1,1
8550,25,M,硕士,计算机科学,38971,2,199,0,2
8551,30,F,本科,计算机科学,37777,3,114,1,2
8552,28,F,本科,生物科学,41689,2,75,1,2
8553,27,F,硕士,计算机科学,57333,3,56,0,3
8554,28,F,硕士,物理学,87866,2,66,1,1
8555,25,F,本科,计算机科学,83222,4,103,1,1
8556,23,F,博士,物理学,77556,6,103,0,3
8557,20,M,本科,物理学,45689,5,84,1,2
8558,21,M,本科,生物科学,54407,6,59,0,2
8559,22,F,本科,生物科学,80540,4,97,1,1
8560,26,F,本科,物理学,33515,6,91,1,1
8561,24,F,本科,计算机科学,90664,6,195,1,1
8562,30,M,本科,物理学,71100,4,134,1,1
8563,30,F,本科,生物科学,72044,5,122,0,2
8564,26,F,硕士,物理学,49062,4,122,1,2
8565,27,F,本科,计算机科学,48675,4,152,0,2
8566,24,F,本科,计算机科学,82878,3,183,1,2
8567,30,M,博士,生物科学,35596,3,89,0,2
8568,24,F,博士,物理学,86359,6,200,1,2
8569,26,F,硕士,生物科学,82442,2,173,1,1
8570,24,F,硕士,生物科学,71512,6,67,0,2
8571,26,F,硕士,物理学,47316,6,200,0,2
8572,25,M,硕士,生物科学,62134,6,75,0,2
8573,22,M,本科,生物科学,99677,6,79,1,1
8574,30,M,博士,物理学,66546,4,95,0,2
8575,26,F,硕士,物理学,73548,2,138,1,1
8576,23,F,硕士,计算机科学,33504,5,186,0,2
8577,24,M,博士,物理学,40449,3,149,0,3
8578,25,M,博士,计算机科学,39902,5,164,0,3
8579,27,F,本科,生物科学,38242,4,78,0,2
8580,23,M,博士,生物科学,95621,3,182,1,1
8581,30,F,硕士,计算机科学,63395,6,180,0,2
8582,21,M,硕士,物理学,53704,2,92,0,2
8583,22,M,博士,生物科学,91354,5,93,0,3
8584,28,M,硕士,物理学,76673,5,75,1,2
8585,25,F,本科,计算机科学,68374,3,88,1,1
8586,26,M,博士,生物科学,53646,5,141,0,2
8587,20,F,硕士,生物科学,83576,4,128,1,1
8588,26,F,博士,物理学,95547,6,97,1,2
8589,20,M,本科,生物科学,42318,6,141,1,1
8590,24,M,博士,生物科学,74781,4,96,0,3
8591,27,F,本科,生物科学,84053,4,185,1,1
8592,28,F,博士,计算机科学,38594,4,178,0,2
8593,22,M,本科,计算机科学,99131,6,71,1,1
8594,24,M,硕士,计算机科学,92742,2,190,0,2
8595,25,M,博士,物理学,82615,2,83,1,1
8596,21,F,本科,计算机科学,45556,3,69,1,2
8597,27,M,本科,计算机科学,91720,6,177,1,2
8598,22,F,博士,计算机科学,56526,6,61,0,3
8599,28,M,硕士,物理学,49899,4,182,0,3
8600,30,F,硕士,物理学,81531,2,186,0,3
8601,29,M,硕士,物理学,78975,5,109,1,1
8602,29,M,硕士,生物科学,46455,5,143,0,2
8603,25,F,硕士,生物科学,82223,2,99,0,3
8604,28,F,博士,计算机科学,71447,4,198,0,3
8605,30,M,本科,生物科学,71358,5,197,1,1
8606,25,M,硕士,生物科学,89025,3,98,1,2
8607,28,F,本科,生物科学,51272,5,101,1,1
8608,21,F,博士,生物科学,72295,5,89,1,2
8609,23,F,硕士,计算机科学,69690,6,69,0,3
8610,22,M,本科,生物科学,74227,4,72,0,3
8611,27,M,本科,计算机科学,57423,3,86,1,2
8612,30,M,博士,生物科学,39827,3,54,0,2
8613,21,F,硕士,生物科学,34868,3,81,1,2
8614,30,F,本科,物理学,51197,4,84,1,1
8615,21,M,硕士,物理学,93332,4,192,0,3
8616,24,M,硕士,生物科学,73861,2,96,1,2
8617,28,F,本科,物理学,85140,5,69,1,2
8618,30,M,博士,生物科学,92398,6,56,0,2
8619,24,M,硕士,计算机科学,49733,6,87,1,2
8620,23,M,本科,计算机科学,85455,6,86,1,2
8621,30,F,本科,生物科学,54435,6,176,0,3
8622,21,F,本科,生物科学,50885,4,54,1,2
8623,22,F,博士,物理学,69951,6,72,0,3
8624,23,F,硕士,计算机科学,86053,5,155,1,2
8625,20,M,博士,生物科学,84207,3,146,1,1
8626,29,F,硕士,物理学,59436,3,149,0,2
8627,23,M,硕士,生物科学,72306,4,89,0,3
8628,25,M,博士,物理学,40488,3,184,1,1
8629,26,F,本科,计算机科学,81031,5,103,1,2
8630,26,F,博士,生物科学,76038,3,154,0,2
8631,21,M,博士,计算机科学,74775,3,166,0,2
8632,23,M,本科,物理学,47975,5,156,1,1
8633,24,M,本科,生物科学,49332,5,192,1,1
8634,30,M,硕士,生物科学,71710,4,112,0,3
8635,22,M,博士,物理学,82455,4,122,0,3
8636,23,M,博士,计算机科学,76652,5,145,1,2
8637,27,F,本科,物理学,64117,3,121,1,1
8638,27,F,本科,生物科学,39608,2,172,1,1
8639,24,M,硕士,生物科学,74687,2,156,1,2
8640,23,F,本科,生物科学,55936,3,136,1,1
8641,29,M,博士,生物科学,54404,6,190,0,3
8642,25,F,硕士,计算机科学,87653,5,110,0,3
8643,27,F,硕士,生物科学,94840,2,191,0,2
8644,26,M,博士,生物科学,45596,5,158,1,1
8645,24,M,博士,生物科学,97138,2,124,0,3
8646,22,M,本科,物理学,52512,6,68,1,2
8647,21,F,本科,计算机科学,64528,4,157,0,2
8648,22,M,博士,计算机科学,75629,4,197,0,2
8649,27,M,博士,生物科学,63387,4,104,0,2
8650,26,M,博士,物理学,68903,5,69,0,3
8651,20,M,硕士,生物科学,57545,3,190,1,1
8652,20,F,硕士,计算机科学,74112,3,155,1,2
8653,27,M,本科,物理学,70738,4,181,1,1
8654,30,F,本科,生物科学,52275,2,198,1,1
8655,20,M,本科,生物科学,90246,2,134,1,2
8656,23,M,本科,物理学,63770,3,95,0,3
8657,23,F,本科,物理学,39202,4,73,1,1
8658,27,M,硕士,生物科学,69011,3,58,1,1
8659,29,M,本科,生物科学,51568,2,126,0,2
8660,23,M,硕士,物理学,90546,2,137,1,1
8661,26,M,博士,物理学,83859,3,85,0,3
8662,28,F,博士,计算机科学,68666,3,162,0,3
8663,26,F,博士,计算机科学,89002,2,184,0,2
8664,24,F,博士,物理学,74515,3,135,0,2
8665,27,F,硕士,生物科学,99751,6,98,0,3
8666,22,F,博士,物理学,66109,5,161,0,3
8667,20,F,博士,生物科学,34694,6,73,1,2
8668,25,M,本科,生物科学,71426,4,146,0,2
8669,27,F,本科,计算机科学,44376,4,92,1,1
8670,26,M,本科,生物科学,38465,6,119,1,2
8671,27,M,博士,物理学,36608,5,159,1,1
8672,26,M,硕士,计算机科学,93620,4,87,1,2
8673,28,F,硕士,计算机科学,31715,6,97,1,2
8674,29,F,博士,生物科学,46600,4,138,1,1
8675,26,F,博士,物理学,89340,4,68,0,2
8676,29,F,博士,物理学,60569,4,62,1,1
8677,22,F,博士,物理学,60901,2,57,0,2
8678,20,F,博士,物理学,87322,2,176,0,3
8679,29,M,博士,计算机科学,48646,2,110,0,3
8680,30,M,博士,计算机科学,76585,4,163,0,2
8681,20,M,硕士,计算机科学,51777,2,178,1,2
8682,30,F,本科,计算机科学,70731,2,51,0,3
8683,28,F,本科,计算机科学,91444,4,108,1,1
8684,28,M,博士,物理学,36507,4,77,1,2
8685,23,F,本科,生物科学,76536,4,189,1,2
8686,25,M,硕士,生物科学,80168,6,131,1,2
8687,30,F,硕士,生物科学,99335,4,182,0,2
8688,26,M,本科,物理学,53822,4,66,1,2
8689,25,M,硕士,计算机科学,50729,6,178,1,1
8690,30,F,本科,计算机科学,58355,4,103,0,2
8691,26,M,本科,计算机科学,62663,2,111,1,2
8692,30,M,博士,物理学,90612,5,109,0,3
8693,25,F,博士,计算机科学,93859,3,70,0,2
8694,28,M,本科,生物科学,97777,3,151,0,2
8695,22,M,博士,计算机科学,80909,3,136,0,3
8696,25,M,硕士,生物科学,65898,5,133,0,3
8697,23,F,博士,生物科学,37341,6,167,1,1
8698,24,M,硕士,生物科学,35028,2,157,0,3
8699,28,F,本科,生物科学,91182,5,69,1,1
8700,28,M,博士,计算机科学,31650,4,89,0,2
8701,29,F,本科,物理学,36033,5,78,1,2
8702,21,F,硕士,物理学,78986,4,74,0,3
8703,24,F,本科,计算机科学,74544,5,159,0,3
8704,27,F,博士,计算机科学,77214,5,145,0,2
8705,30,F,博士,计算机科学,39897,2,179,1,2
8706,21,M,本科,物理学,63554,2,66,1,2
8707,24,M,博士,物理学,76940,3,171,0,2
8708,30,M,硕士,生物科学,92860,5,194,1,2
8709,30,M,本科,生物科学,54918,3,145,1,2
8710,30,M,硕士,生物科学,33843,6,133,1,1
8711,24,M,本科,计算机科学,45521,5,105,0,2
8712,30,F,本科,计算机科学,91049,2,150,1,2
8713,22,F,博士,物理学,34138,2,127,0,3
8714,20,M,博士,物理学,31374,6,172,0,3
8715,22,M,博士,生物科学,78379,2,92,0,2
8716,24,F,博士,生物科学,81593,2,58,0,2
8717,21,F,本科,计算机科学,43726,6,107,1,2
8718,29,F,硕士,生物科学,57632,5,195,0,2
8719,24,F,硕士,物理学,52377,5,81,1,2
8720,21,F,硕士,物理学,80504,3,145,0,2
8721,28,F,硕士,计算机科学,43319,4,88,0,2
8722,25,M,硕士,物理学,69684,5,57,0,3
8723,29,M,本科,物理学,93929,4,82,1,1
8724,22,F,硕士,物理学,90285,4,76,0,3
8725,20,F,本科,生物科学,53035,5,71,1,1
8726,30,M,博士,物理学,89738,6,128,1,1
8727,29,M,博士,物理学,63817,4,172,0,3
8728,29,M,硕士,物理学,50019,6,200,0,2
8729,27,M,本科,生物科学,44645,6,98,1,1
8730,25,F,博士,生物科学,30361,6,132,0,3
8731,21,F,硕士,生物科学,59109,4,119,0,3
8732,23,F,硕士,物理学,73578,3,149,1,1
8733,25,M,硕士,物理学,95627,2,114,0,2
8734,23,F,博士,生物科学,69166,4,81,0,3
8735,26,F,本科,计算机科学,35645,5,144,1,2
8736,30,M,硕士,计算机科学,35050,2,88,0,2
8737,23,F,硕士,计算机科学,84804,3,174,0,2
8738,24,F,博士,生物科学,39812,4,114,0,3
8739,20,F,硕士,物理学,61567,6,129,0,3
8740,24,M,硕士,计算机科学,91305,3,165,0,3
8741,21,M,硕士,物理学,69591,2,66,1,2
8742,27,M,本科,计算机科学,43153,2,188,1,2
8743,28,F,博士,生物科学,81105,6,189,0,2
8744,22,M,本科,计算机科学,48871,2,90,1,1
8745,30,F,本科,物理学,67294,4,61,0,2
8746,21,F,本科,物理学,77232,3,139,0,2
8747,30,F,本科,生物科学,55576,6,93,1,1
8748,23,M,硕士,物理学,96469,4,114,1,2
8749,26,M,本科,计算机科学,60865,2,134,0,3
8750,21,F,硕士,生物科学,33992,3,123,1,1
8751,29,F,本科,物理学,93683,6,141,0,3
8752,24,F,本科,生物科学,51691,6,200,1,2
8753,21,F,本科,生物科学,92640,5,121,1,2
8754,22,M,本科,计算机科学,31868,3,71,1,1
8755,25,F,本科,物理学,90765,5,62,0,3
8756,21,F,博士,生物科学,40351,2,185,1,1
8757,30,M,本科,计算机科学,51343,4,71,1,1
8758,29,F,博士,物理学,34204,5,97,1,1
8759,20,M,硕士,物理学,87667,2,105,0,3
8760,20,F,硕士,物理学,40649,5,95,1,1
8761,21,F,硕士,生物科学,53704,2,144,1,2
8762,25,M,本科,物理学,92126,2,123,1,2
8763,24,M,硕士,计算机科学,91312,6,122,0,2
8764,26,M,硕士,计算机科学,37108,5,173,1,1
8765,26,F,硕士,计算机科学,35966,4,133,0,3
8766,25,M,硕士,生物科学,95266,3,181,0,3
8767,25,M,本科,生物科学,41220,5,90,0,2
8768,29,F,本科,物理学,46658,4,55,1,1
8769,27,M,硕士,计算机科学,71653,3,152,1,1
8770,25,F,硕士,计算机科学,80957,5,152,1,1
8771,23,M,博士,物理学,41499,3,178,0,3
8772,20,F,本科,生物科学,70371,4,175,1,2
8773,23,M,本科,计算机科学,36921,4,140,0,3
8774,22,F,本科,生物科学,66114,2,105,1,2
8775,27,F,本科,物理学,60155,5,110,1,2
8776,24,F,硕士,生物科学,50726,5,200,0,2
8777,28,F,本科,物理学,42385,4,168,1,1
8778,30,F,本科,计算机科学,86646,5,124,1,2
8779,26,M,硕士,计算机科学,30812,5,131,0,3
8780,28,M,硕士,计算机科学,75502,2,88,0,3
8781,30,M,硕士,生物科学,89309,2,57,0,3
8782,20,F,本科,生物科学,48919,4,101,0,2
8783,26,F,本科,计算机科学,31541,4,189,1,1
8784,30,F,博士,生物科学,72145,6,60,0,2
8785,30,F,博士,物理学,39459,5,149,0,2
8786,22,M,博士,物理学,54279,6,148,0,3
8787,28,F,博士,计算机科学,99177,6,70,0,3
8788,24,M,博士,生物科学,93103,6,78,0,2
8789,28,F,本科,物理学,88529,3,74,1,2
8790,21,M,博士,生物科学,32171,5,60,0,3
8791,26,F,博士,物理学,96130,2,94,0,2
8792,22,F,本科,生物科学,40484,5,80,1,1
8793,22,F,本科,计算机科学,48930,5,143,0,2
8794,26,F,博士,计算机科学,95760,3,69,1,2
8795,20,F,硕士,生物科学,97222,6,118,1,1
8796,30,M,博士,计算机科学,95638,6,103,0,3
8797,21,F,本科,物理学,35454,6,111,1,2
8798,28,M,硕士,生物科学,69031,6,94,0,3
8799,29,F,硕士,计算机科学,85648,5,81,0,2
8800,22,F,本科,计算机科学,99090,2,78,1,1
8801,30,M,本科,物理学,51823,4,132,1,2
8802,24,F,本科,计算机科学,33738,5,170,1,2
8803,30,M,博士,计算机科学,96540,6,122,0,2
8804,27,M,博士,物理学,55576,4,157,0,3
8805,29,M,本科,生物科学,59525,2,89,0,3
8806,25,F,博士,计算机科学,89864,2,111,1,1
8807,29,F,本科,物理学,36000,6,92,1,1
8808,20,F,本科,计算机科学,81427,4,155,1,1
8809,25,M,博士,物理学,91990,5,143,0,3
8810,23,F,本科,物理学,44801,2,187,0,3
8811,21,M,本科,生物科学,56865,6,200,1,2
8812,25,M,本科,计算机科学,35291,6,189,1,2
8813,20,M,硕士,计算机科学,67627,4,99,1,1
8814,22,F,本科,生物科学,66658,2,170,1,2
8815,21,M,博士,生物科学,30833,6,148,0,2
8816,28,F,本科,生物科学,91120,2,166,1,1
8817,21,F,本科,计算机科学,56927,2,194,1,2
8818,27,F,博士,生物科学,52756,6,166,0,3
8819,22,F,硕士,计算机科学,87847,3,112,1,1
8820,22,M,博士,计算机科学,57179,5,122,0,3
8821,28,F,硕士,物理学,70033,5,179,1,1
8822,24,M,本科,生物科学,42786,2,112,1,2
8823,26,F,硕士,生物科学,41551,2,161,1,2
8824,20,F,本科,生物科学,36931,6,145,1,1
8825,28,F,硕士,计算机科学,76727,4,50,0,3
8826,20,F,硕士,生物科学,52691,6,187,0,2
8827,20,F,硕士,计算机科学,71820,6,99,0,3
8828,25,M,博士,物理学,40501,5,164,0,2
8829,28,F,博士,生物科学,33121,6,98,0,2
8830,29,F,硕士,生物科学,84292,4,192,0,3
8831,21,F,博士,生物科学,47628,3,91,1,1
8832,21,F,硕士,计算机科学,37998,4,160,0,3
8833,26,M,硕士,计算机科学,83787,3,116,1,2
8834,25,M,本科,物理学,53780,4,104,1,1
8835,28,M,本科,计算机科学,48687,2,107,0,2
8836,29,M,硕士,生物科学,57485,3,53,0,3
8837,23,M,硕士,生物科学,72439,5,126,0,2
8838,24,M,本科,物理学,62614,6,132,0,2
8839,20,F,博士,计算机科学,44977,6,152,0,2
8840,29,M,硕士,计算机科学,93547,5,93,0,2
8841,23,F,博士,物理学,94169,6,114,0,2
8842,28,M,博士,计算机科学,92751,2,122,0,2
8843,27,F,硕士,生物科学,80716,5,79,1,1
8844,30,F,硕士,物理学,44915,4,167,1,1
8845,24,F,本科,生物科学,92868,2,153,0,2
8846,26,M,本科,物理学,36534,5,67,1,2
8847,29,M,硕士,生物科学,74220,4,132,0,3
8848,26,F,本科,物理学,58540,2,127,1,2
8849,22,F,硕士,计算机科学,35698,4,191,0,3
8850,22,M,博士,生物科学,90033,3,143,1,2
8851,23,F,博士,生物科学,45299,2,54,0,2
8852,29,M,博士,生物科学,91563,6,198,0,2
8853,20,M,本科,计算机科学,42326,3,97,1,2
8854,21,F,本科,物理学,48584,4,88,1,1
8855,29,F,本科,生物科学,32359,5,153,0,2
8856,21,M,博士,计算机科学,79588,3,122,0,2
8857,24,F,硕士,计算机科学,88655,2,199,0,3
8858,26,F,博士,物理学,59889,5,86,0,2
8859,21,M,博士,计算机科学,32039,4,59,0,3
8860,22,F,博士,物理学,58532,6,147,0,3
8861,30,F,博士,生物科学,47028,6,119,0,2
8862,26,F,硕士,物理学,78544,2,98,0,2
8863,27,M,博士,生物科学,80905,2,176,0,3
8864,26,F,硕士,计算机科学,90313,6,143,1,2
8865,25,M,硕士,物理学,34125,3,62,1,1
8866,22,M,本科,生物科学,79508,5,121,1,1
8867,29,M,本科,计算机科学,62338,4,184,1,1
8868,26,F,本科,计算机科学,49151,4,102,1,1
8869,23,F,博士,生物科学,81871,2,193,0,2
8870,30,F,本科,生物科学,55247,6,65,0,2
8871,28,M,本科,计算机科学,57709,3,192,0,3
8872,27,M,硕士,物理学,42051,3,156,1,1
8873,21,F,本科,生物科学,83528,3,128,1,2
8874,26,M,硕士,生物科学,58934,6,109,0,2
8875,28,F,本科,物理学,73856,2,97,0,3
8876,29,M,本科,物理学,71765,3,197,0,3
8877,26,M,硕士,物理学,68559,2,150,0,3
8878,24,F,博士,生物科学,78425,4,59,0,3
8879,27,F,硕士,计算机科学,91290,4,52,1,2
8880,21,M,本科,生物科学,76717,3,147,1,1
8881,25,M,硕士,生物科学,72488,2,92,0,2
8882,24,F,硕士,生物科学,99826,6,121,0,2
8883,20,F,硕士,生物科学,61543,2,115,0,3
8884,30,F,硕士,物理学,93296,2,63,1,1
8885,28,F,博士,生物科学,30134,5,110,0,3
8886,21,F,博士,物理学,47938,2,172,1,1
8887,22,M,博士,生物科学,59981,5,130,1,2
8888,22,M,硕士,生物科学,82799,5,154,0,2
8889,24,M,硕士,计算机科学,65381,3,97,1,2
8890,22,F,本科,计算机科学,48673,5,189,0,3
8891,25,M,本科,物理学,41764,3,166,1,1
8892,23,F,本科,物理学,33860,6,193,1,1
8893,22,F,硕士,计算机科学,68244,4,112,1,1
8894,21,F,博士,物理学,50052,3,93,0,3
8895,28,F,博士,生物科学,54388,6,51,0,2
8896,26,M,硕士,生物科学,61074,5,190,1,1
8897,26,F,博士,物理学,52272,4,162,0,3
8898,24,M,本科,物理学,42872,3,111,1,2
8899,25,F,硕士,计算机科学,82452,3,83,1,2
8900,25,F,本科,物理学,53555,6,146,1,1
8901,22,M,本科,计算机科学,55282,3,106,1,1
8902,27,M,博士,物理学,65161,6,159,0,3
8903,23,F,博士,计算机科学,70692,6,103,0,2
8904,20,F,硕士,计算机科学,62015,6,155,0,2
8905,30,F,博士,生物科学,33975,4,184,0,3
8906,29,F,硕士,生物科学,93894,2,152,1,1
8907,23,M,硕士,生物科学,78986,4,182,1,2
8908,25,M,硕士,计算机科学,94792,6,186,0,3
8909,20,M,博士,物理学,94267,6,116,0,3
8910,20,F,博士,计算机科学,62527,4,90,0,2
8911,29,F,本科,物理学,71834,6,102,0,2
8912,22,F,硕士,生物科学,54613,4,75,1,1
8913,30,M,博士,物理学,32363,4,70,0,2
8914,24,M,博士,生物科学,47963,5,98,0,3
8915,26,F,硕士,物理学,89285,2,78,0,2
8916,23,F,本科,物理学,73590,2,115,1,1
8917,27,M,本科,计算机科学,36518,2,163,1,1
8918,26,M,本科,生物科学,46570,4,134,1,2
8919,28,M,博士,计算机科学,80029,5,102,1,1
8920,21,M,本科,生物科学,49791,2,63,1,2
8921,29,F,本科,物理学,78946,5,59,1,1
8922,25,M,硕士,计算机科学,51347,3,130,0,2
8923,22,M,本科,生物科学,79280,5,80,1,2
8924,23,M,硕士,生物科学,46077,6,81,0,3
8925,27,F,硕士,计算机科学,30835,3,111,0,2
8926,23,F,本科,生物科学,38814,2,145,1,1
8927,29,M,本科,计算机科学,42676,5,151,1,2
8928,27,M,硕士,计算机科学,32341,6,59,0,2
8929,24,M,本科,物理学,70834,4,166,1,2
8930,29,F,本科,生物科学,32748,6,61,0,3
8931,24,F,博士,生物科学,94292,3,161,0,2
8932,27,F,硕士,生物科学,42297,6,132,1,2
8933,25,M,博士,物理学,58109,3,54,0,3
8934,29,F,硕士,物理学,98877,6,81,1,1
8935,29,F,博士,生物科学,93331,5,68,1,1
8936,30,F,硕士,生物科学,81247,2,195,0,2
8937,22,F,博士,计算机科学,68115,5,89,1,1
8938,23,M,博士,计算机科学,97525,2,133,0,3
8939,23,F,本科,物理学,50113,2,78,0,2
8940,20,M,本科,物理学,34210,5,154,0,3
8941,23,F,硕士,生物科学,77943,5,95,1,2
8942,22,M,硕士,生物科学,60645,3,173,0,2
8943,23,M,本科,物理学,98805,5,90,1,2
8944,20,F,硕士,生物科学,90309,4,71,0,2
8945,20,M,博士,生物科学,81750,4,89,0,2
8946,20,M,博士,计算机科学,55487,3,161,0,2
8947,25,M,硕士,生物科学,45523,5,117,1,2
8948,25,M,本科,计算机科学,93384,4,170,1,1
8949,21,M,本科,生物科学,50562,3,171,1,2
8950,26,M,博士,物理学,98687,6,165,0,2
8951,22,F,博士,物理学,63042,3,78,0,2
8952,29,M,博士,生物科学,94130,3,55,0,2
8953,30,F,博士,生物科学,50434,6,142,0,2
8954,22,M,硕士,计算机科学,30263,5,136,0,2
8955,27,M,博士,物理学,32495,2,78,0,2
8956,29,F,本科,物理学,45162,4,186,1,2
8957,24,M,本科,生物科学,74063,5,59,0,3
8958,28,F,本科,物理学,57346,6,185,1,2
8959,23,M,博士,计算机科学,51626,4,111,0,2
8960,29,F,博士,物理学,95939,3,184,0,2
8961,27,M,本科,生物科学,79828,6,184,0,2
8962,24,M,硕士,生物科学,96636,3,195,1,2
8963,28,F,博士,生物科学,71150,3,96,0,3
8964,24,M,本科,计算机科学,58529,5,155,1,1
8965,28,M,博士,生物科学,55303,2,67,1,2
8966,30,M,博士,物理学,43925,3,68,0,2
8967,25,M,本科,物理学,86122,2,175,1,1
8968,27,F,博士,生物科学,94754,4,177,0,2
8969,27,F,本科,物理学,55110,6,190,1,2
8970,22,M,博士,物理学,41740,3,121,1,1
8971,25,F,本科,物理学,37797,3,132,0,3
8972,23,F,本科,计算机科学,62717,2,177,1,2
8973,24,M,博士,计算机科学,88344,3,66,0,2
8974,30,F,本科,物理学,45214,5,57,1,2
8975,21,F,博士,生物科学,86405,3,132,0,2
8976,23,M,本科,物理学,82509,4,136,0,3
8977,25,F,本科,物理学,79402,6,183,1,1
8978,26,F,硕士,生物科学,48053,6,166,0,2
8979,27,M,本科,物理学,50237,5,142,1,1
8980,27,M,硕士,物理学,90765,6,140,0,2
8981,26,M,硕士,物理学,34242,4,60,0,3
